Item Branch G/L Category,Item-Branch Key,Item Branch Reorder Quantity,Short Name
768,AXLE,CR-10372,0,10372
769,AXLE,CR-10372,0,10372
770,TFAB,CR-10603,0,10603
771,TFAB,CR-10603,0,10603
772,SRCW,CR-10236,0,10236
773,SRCW,CR-10236,0,10236
774,SRCW,CR-10309,0,10309
775,SRCW,CR-10309,0,10309
776,TMTG,CR-10392,0,10392
777,TMTG,CR-10392,0,10392
778,SRCW,CR-10795,0,10795
779,SRCW,CR-10795,0,10795
780,TMTG,CR-10868,0,10868
781,TMTG,CR-10868,0,10868
782,SRCW,CR-10088,0,10088
783,SRCW,CR-10088,0,10088
784,ACCE,CR-10258,0,10258
785,ACCE,CR-10258,0,10258
786,TFAB,CR-10512,0,10512
787,TFAB,CR-10512,0,10512
788,TMTG,CR-10981,0,10981
789,TMTG,CR-10981,0,10981
790,AXLE,CR-10373,0,10373
791,AXLE,CR-10373,0,10373
792,TFAB,CR-10604,0,10604
793,TFAB,CR-10604,0,10604
794,TFAB,CR-10654,0,10654
795,TFAB,CR-10654,0,10654
796,SMWN,CR-10956,0,10956
797,SMWN,CR-10956,0,10956
798,TFAB,CR-10013,10000,10013
799,TFAB,CR-10013,10000,10013
800,SRCW,CR-10097,0,10097
801,SRCW,CR-10097,0,10097
802,TFAB,CR-11373,0,11373
803,TFAB,CR-11373,0,11373
804,SRCW,CR-10237,0,10237
805,SRCW,CR-10237,0,10237
806,TMTG,CR-10869,0,10869
807,TMTG,CR-10869,0,10869
808,SRCW,CR-10089,0,10089
809,SRCW,CR-10089,0,10089
810,SRCW,CR-10211,0,10211
811,SRCW,CR-10211,0,10211
812,SRCW,CR-10321,0,10321
813,SRCW,CR-10321,0,10321
814,TFAB,CR-10513,0,10513
815,TFAB,CR-10513,0,10513
816,AXLE,CR-10374,0,10374
817,AXLE,CR-10374,0,10374
818,AFAB,CR-10605,0,10605
819,AFAB,CR-10605,0,10605
820,TFAB,CR-10014,10000,10014
821,TFAB,CR-10014,10000,10014
822,ACCE,CR-10186,0,10186
823,ACCE,CR-10186,0,10186
824,SRCW,CR-10238,0,10238
825,SRCW,CR-10238,0,10238
826,SRCW,CR-10796,0,10796
827,SRCW,CR-10796,0,10796
828,SRCW,CR-10090,0,10090
829,SRCW,CR-10090,0,10090
830,SRCW,CR-10212,0,10212
831,SRCW,CR-10212,0,10212
832,TFAB,CR-10606,0,10606
833,TFAB,CR-10606,0,10606
834,SRCW,CR-10098,0,10098
835,SRCW,CR-10098,0,10098
836,ACCE,CR-10187,0,10187
837,ACCE,CR-10187,0,10187
838,SRCW,CR-10797,0,10797
839,SRCW,CR-10797,0,10797
840,SRCW,CR-10091,0,10091
841,SRCW,CR-10091,0,10091
842,TFAB,CR-10678,0,10678
843,TFAB,CR-10678,0,10678
844,AXLE,CR-10831,0,10831
845,AXLE,CR-10831,0,10831
846,ATVW,CR-10892,0,10892
847,ATVW,CR-10892,0,10892
848,TMTG,CR-10636,0,10636
849,TMTG,CR-10636,0,10636
850,TFAB,CR-10870,0,10870
851,TFAB,CR-10870,0,10870
852,SRCW,CR-10092,0,10092
853,SRCW,CR-10092,0,10092
854,SRCW,CR-10322,0,10322
855,SRCW,CR-10322,0,10322
856,TFAB,CR-10679,0,10679
857,TFAB,CR-10679,0,10679
858,SRCW,CR-10832,0,10832
859,SRCW,CR-10832,0,10832
860,AFAB,CR-10237,0,10237
861,AFAB,CR-10237,0,10237
862,THUB,CR-10283,0,10283
863,THUB,CR-10283,0,10283
864,THUB,PC-10283,0,10283
865,THUB,PC-10283,0,10283
866,TFAB,CR-10015,10000,10015
867,TFAB,CR-10015,10000,10015
868,SRCW,CR-10099,0,10099
869,SRCW,CR-10099,0,10099
870,SRCW,CR-10310,0,10310
871,SRCW,CR-10310,0,10310
872,SRCW,CR-10559,0,10559
873,SRCW,CR-10559,0,10559
874,TMTG,CR-10637,0,10637
875,TMTG,CR-10637,0,10637
876,TFAB,CR-10871,0,10871
877,TFAB,CR-10871,0,10871
878,SRCW,CR-10514,0,10514
879,SRCW,CR-10514,0,10514
880,TMTG,CR-10680,0,10680
881,TMTG,CR-10680,0,10680
882,AFAB,CR-10238,0,10238
883,AFAB,CR-10238,0,10238
884,ATVW,CR-10793,0,10793
885,ATVW,CR-10793,0,10793
886,TMTG,CR-10866,0,10866
887,TMTG,CR-10866,0,10866
888,KIA,PC-10561,0,10561
889,KIA,PC-10561,0,10561
890,SRCW,CR-10100,0,10100
891,SRCW,CR-10100,0,10100
892,SRCW,CR-10239,0,10239
893,SRCW,CR-10239,0,10239
894,SRCW,CR-10311,0,10311
895,SRCW,CR-10311,0,10311
896,SRCW,CR-10560,0,10560
897,SRCW,CR-10560,0,10560
898,AXLE,CR-10515,0,10515
899,AXLE,CR-10515,0,10515
900,TMTG,CR-10681,0,10681
901,TMTG,CR-10681,0,10681
902,AXLE,CR-10893,0,10893
903,AXLE,CR-10893,0,10893
904,AFAB,CR-10239,0,10239
905,AFAB,CR-10239,0,10239
906,TMTG,CR-10375,0,10375
907,TMTG,CR-10375,0,10375
908,AFAB,CR-10543,0,10543
909,AFAB,CR-10543,0,10543
910,ACCE,CR-10718,0,10718
911,ACCE,CR-10718,0,10718
912,ATVW,CR-10794,0,10794
913,ATVW,CR-10794,0,10794
914,SRCW,CR-10101,0,10101
915,SRCW,CR-10101,0,10101
916,SRCW,CR-10240,0,10240
917,SRCW,CR-10240,0,10240
918,SRCW,CR-10312,0,10312
919,SRCW,CR-10312,0,10312
920,TMTG,CR-10561,0,10561
921,TMTG,CR-10561,0,10561
922,TFAB,CR-10638,0,10638
923,TFAB,CR-10638,0,10638
924,SRCW,CR-10799,0,10799
925,SRCW,CR-10799,0,10799
926,CHUB,CR-10921,0,10921
927,CHUB,CR-10921,0,10921
928,SMWN,CR-10093,0,10093
929,SMWN,CR-10093,0,10093
930,TMTG,CR-10516,0,10516
931,TMTG,CR-10516,0,10516
932,SRCW,CR-10833,0,10833
933,SRCW,CR-10833,0,10833
934,TFAB,CR-10183,0,10183
935,TFAB,CR-10183,0,10183
936,AFAB,CR-10240,0,10240
937,AFAB,CR-10240,0,10240
938,ATVW,CR-10795,0,10795
939,ATVW,CR-10795,0,10795
940,SRCW,CR-10102,0,10102
941,SRCW,CR-10102,0,10102
942,SRCW,CR-10313,0,10313
943,SRCW,CR-10313,0,10313
944,SRCW,CR-10526,0,10526
945,SRCW,CR-10526,0,10526
946,TFAB,CR-10639,0,10639
947,TFAB,CR-10639,0,10639
948,SMWN,CR-10094,0,10094
949,SMWN,CR-10094,0,10094
950,TMTG,CR-10517,0,10517
951,TMTG,CR-10517,0,10517
952,AFAB,CR-10241,0,10241
953,AFAB,CR-10241,0,10241
954,TMTG,CR-10376,0,10376
955,TMTG,CR-10376,0,10376
956,TFAB,CR-10655,0,10655
957,TFAB,CR-10655,0,10655
958,ATVW,CR-10796,0,10796
959,ATVW,CR-10796,0,10796
960,AFAB,CR-10998,0,10998
961,AFAB,CR-10998,0,10998
962,TFAB,CR-10016,10000,10016
963,TFAB,CR-10016,10000,10016
964,SRCW,CR-10103,0,10103
965,SRCW,CR-10103,0,10103
966,SRCW,CR-10314,0,10314
967,SRCW,CR-10314,0,10314
968,TMTG,CR-10562,0,10562
969,TMTG,CR-10562,0,10562
970,SRCW,CR-10800,0,10800
971,SRCW,CR-10800,0,10800
972,SRCW,CR-10984,0,10984
973,SRCW,CR-10984,0,10984
974,SMWN,CR-10095,0,10095
975,SMWN,CR-10095,0,10095
976,SRCW,CR-10323,0,10323
977,SRCW,CR-10323,0,10323
978,SMWN,CR-10027,0,10027
979,SMWN,CR-10027,0,10027
980,TFAB,CR-10184,0,10184
981,TFAB,CR-10184,0,10184
982,AFAB,CR-10242,0,10242
983,AFAB,CR-10242,0,10242
984,TMTG,CR-10284,0,10284
985,TMTG,CR-10284,0,10284
986,MKTG,CR-10043,0,10043
987,MKTG,CR-10043,0,10043
988,TFAB,CR-10017,0,10017
989,TFAB,CR-10017,0,10017
990,SRCW,CR-10104,0,10104
991,SRCW,CR-10104,0,10104
992,SRCW,CR-10315,0,10315
993,SRCW,CR-10315,0,10315
994,TMTG,CR-10563,0,10563
995,TMTG,CR-10563,0,10563
996,SRCW,CR-10801,0,10801
997,SRCW,CR-10801,0,10801
998,SMWN,CR-10096,0,10096
999,SMWN,CR-10096,0,10096
1000,SRCW,CR-10324,0,10324
1001,SRCW,CR-10324,0,10324
1002,TFAB,CR-10682,0,10682
1003,TFAB,CR-10682,0,10682
1004,AFAB,CR-10894,0,10894
1005,AFAB,CR-10894,0,10894
1006,TFAB,CR-10982,0,10982
1007,TFAB,CR-10982,0,10982
1008,AFAB,CR-10243,0,10243
1009,AFAB,CR-10243,0,10243
1010,TFAB,CR-10656,0,10656
1011,TFAB,CR-10656,0,10656
1012,ATVW,CR-10797,0,10797
1013,ATVW,CR-10797,0,10797
1014,AFAB,CR-10999,0,10999
1015,AFAB,CR-10999,0,10999
1016,SRCW,CR-10105,0,10105
1017,SRCW,CR-10105,0,10105
1018,SRCW,CR-10316,0,10316
1019,SRCW,CR-10316,0,10316
1020,TMTG,CR-10564,0,10564
1021,TMTG,CR-10564,0,10564
1022,SRCW,CR-10985,0,10985
1023,SRCW,CR-10985,0,10985
1024,ACCE,CR-10588,0,10588
1025,ACCE,CR-10588,0,10588
1026,AFAB,CR-10244,0,10244
1027,AFAB,CR-10244,0,10244
1028,AFAB,CR-10285,0,10285
1029,AFAB,CR-10285,0,10285
1030,SRCW,CR-10657,0,10657
1031,SRCW,CR-10657,0,10657
1032,ACCE,CR-10719,0,10719
1033,ACCE,CR-10719,0,10719
1034,ATVW,CR-10799,0,10799
1035,ATVW,CR-10799,0,10799
1036,SMWN,CR-10867,0,10867
1037,SMWN,CR-10867,0,10867
1038,AFAB,CR-10957,0,10957
1039,AFAB,CR-10957,0,10957
1040,TMTG,CR-10565,0,10565
1041,TMTG,CR-10565,0,10565
1042,SRCW,CR-10986,0,10986
1043,SRCW,CR-10986,0,10986
1044,ACCE,CR-10589,0,10589
1045,ACCE,CR-10589,0,10589
1046,SMWN,CR-10895,0,10895
1047,SMWN,CR-10895,0,10895
1048,AXLE,CR-10185,0,10185
1049,AXLE,CR-10185,0,10185
1050,AFAB,CR-10245,0,10245
1051,AFAB,CR-10245,0,10245
1052,AFAB,CR-10286,0,10286
1053,AFAB,CR-10286,0,10286
1054,AFAB,CR-11000,0,11000
1055,AFAB,CR-11000,0,11000
1056,SRCW,CR-10106,0,10106
1057,SRCW,CR-10106,0,10106
1058,UTIW,CR-10097,0,10097
1059,UTIW,CR-10097,0,10097
1060,ACCE,CR-10590,0,10590
1061,ACCE,CR-10590,0,10590
1062,TMTG,CR-10683,0,10683
1063,TMTG,CR-10683,0,10683
1064,TFAB,CR-10658,0,10658
1065,TFAB,CR-10658,0,10658
1066,TFAB,CR-10018,10000,10018
1067,TFAB,CR-10018,10000,10018
1068,SRCW,CR-10107,0,10107
1069,SRCW,CR-10107,0,10107
1070,SRCW,CR-10241,0,10241
1071,SRCW,CR-10241,0,10241
1072,SRCW,CR-10527,0,10527
1073,SRCW,CR-10527,0,10527
1074,SRCW,CR-10566,0,10566
1075,SRCW,CR-10566,0,10566
1076,CHUB,CR-10402,0,10402
1077,CHUB,CR-10402,0,10402
1078,ACCE,CR-10591,0,10591
1079,ACCE,CR-10591,0,10591
1080,TMTG,CR-10684,0,10684
1081,TMTG,CR-10684,0,10684
1082,AXLE,CR-10834,0,10834
1083,AXLE,CR-10834,0,10834
1084,AXLE,CR-10896,0,10896
1085,AXLE,CR-10896,0,10896
1086,TFAB,CR-10186,0,10186
1087,TFAB,CR-10186,0,10186
1088,ACCE,CR-10287,0,10287
1089,ACCE,CR-10287,0,10287
1090,TFAB,CR-10019,10000,10019
1091,TFAB,CR-10019,10000,10019
1092,SRCW,CR-10108,0,10108
1093,SRCW,CR-10108,0,10108
1094,SRCW,CR-10242,0,10242
1095,SRCW,CR-10242,0,10242
1096,SRCW,CR-10393,0,10393
1097,SRCW,CR-10393,0,10393
1098,SRCW,CR-10528,0,10528
1099,SRCW,CR-10528,0,10528
1100,SRCW,CR-10567,0,10567
1101,SRCW,CR-10567,0,10567
1102,UTIW,CR-10098,0,10098
1103,UTIW,CR-10098,0,10098
1104,CHUB,CR-10259,0,10259
1105,CHUB,CR-10259,0,10259
1106,ACCE,CR-10592,0,10592
1107,ACCE,CR-10592,0,10592
1108,TFAB,CR-10187,0,10187
1109,TFAB,CR-10187,0,10187
1110,ACCE,CR-10288,0,10288
1111,ACCE,CR-10288,0,10288
1112,ATVW,CR-10607,0,10607
1113,ATVW,CR-10607,0,10607
1114,AFAB,CR-10868,0,10868
1115,AFAB,CR-10868,0,10868
1116,TMTG,CR-11001,0,11001
1117,TMTG,CR-11001,0,11001
1118,SRCW,CR-10109,0,10109
1119,SRCW,CR-10109,0,10109
1120,TFAB,CR-10188,0,10188
1121,TFAB,CR-10188,0,10188
1122,SRCW,CR-10325,0,10325
1123,SRCW,CR-10325,0,10325
1124,TFAB,CR-10685,0,10685
1125,TFAB,CR-10685,0,10685
1126,AXLE,CR-10983,0,10983
1127,AXLE,CR-10983,0,10983
1128,TMTG,CR-10247,0,10247
1129,TMTG,CR-10247,0,10247
1130,TMTG,CR-11008,0,11008
1131,TMTG,CR-11008,0,11008
1132,NISS,PC-10581,0,10581
1133,NISS,PC-10581,0,10581
1134,SRCW,CR-10110,0,10110
1135,SRCW,CR-10110,0,10110
1136,SRCW,CR-10394,0,10394
1137,SRCW,CR-10394,0,10394
1138,SMWN,CR-10099,0,10099
1139,SMWN,CR-10099,0,10099
1140,SRCW,CR-10260,0,10260
1141,SRCW,CR-10260,0,10260
1142,ACCE,CR-10593,0,10593
1143,ACCE,CR-10593,0,10593
1144,TFAB,CR-10686,0,10686
1145,TFAB,CR-10686,0,10686
1146,SRCW,CR-10379,0,10379
1147,SRCW,CR-10379,0,10379
1148,TFAB,CR-10720,0,10720
1149,TFAB,CR-10720,0,10720
1150,NISS,PC-10582,0,10582
1151,NISS,PC-10582,0,10582
1152,SRCW,CR-10111,0,10111
1153,SRCW,CR-10111,0,10111
1154,SRCW,CR-10243,0,10243
1155,SRCW,CR-10243,0,10243
1156,MKTG,CR-10028,0,10028
1157,MKTG,CR-10028,0,10028
1158,ACCE,CR-10289,0,10289
1159,ACCE,CR-10289,0,10289
1160,AFAB,CR-10869,0,10869
1161,AFAB,CR-10869,0,10869
1162,SRCW,CR-10112,0,10112
1163,SRCW,CR-10112,0,10112
1164,SRCW,CR-10244,0,10244
1165,SRCW,CR-10244,0,10244
1166,SRCW,CR-10395,0,10395
1167,SRCW,CR-10395,0,10395
1168,TFAB,CR-10568,0,10568
1169,TFAB,CR-10568,0,10568
1170,SRCW,CR-10035,0,10035
1171,SRCW,CR-10035,0,10035
1172,TFAB,CR-10687,0,10687
1173,TFAB,CR-10687,0,10687
1174,TMTG,CR-10835,0,10835
1175,TMTG,CR-10835,0,10835
1176,SRCW,CR-10897,0,10897
1177,SRCW,CR-10897,0,10897
1178,MKTG,CR-10029,0,10029
1179,MKTG,CR-10029,0,10029
1180,ACCE,CR-10290,0,10290
1181,ACCE,CR-10290,0,10290
1182,SRCW,CR-10544,0,10544
1183,SRCW,CR-10544,0,10544
1184,AFAB,CR-10800,0,10800
1185,AFAB,CR-10800,0,10800
1186,TMTG,CR-10958,0,10958
1187,TMTG,CR-10958,0,10958
1188,SRCW,CR-10317,0,10317
1189,SRCW,CR-10317,0,10317
1190,SRCW,CR-10802,0,10802
1191,SRCW,CR-10802,0,10802
1192,SRCW,CR-10987,0,10987
1193,SRCW,CR-10987,0,10987
1194,SRCW,CR-10036,0,10036
1195,SRCW,CR-10036,0,10036
1196,TMTG,CR-10518,0,10518
1197,TMTG,CR-10518,0,10518
1198,MKTG,CR-10030,0,10030
1199,MKTG,CR-10030,0,10030
1200,ACCE,CR-10291,0,10291
1201,ACCE,CR-10291,0,10291
1202,TMTG,CR-10489,0,10489
1203,TMTG,CR-10489,0,10489
1204,SRCW,CR-10545,0,10545
1205,SRCW,CR-10545,0,10545
1206,SMWN,CR-10020,10000,10020
1207,SMWN,CR-10020,10000,10020
1208,SRCW,CR-10396,0,10396
1209,SRCW,CR-10396,0,10396
1210,SRCW,CR-10803,0,10803
1211,SRCW,CR-10803,0,10803
1212,TMTG,CR-10872,0,10872
1213,TMTG,CR-10872,0,10872
1214,TFAB,CR-10922,0,10922
1215,TFAB,CR-10922,0,10922
1216,AXLE,CR-10594,0,10594
1217,AXLE,CR-10594,0,10594
1218,AFAB,CR-10836,0,10836
1219,AFAB,CR-10836,0,10836
1220,SRCW,CR-10898,0,10898
1221,SRCW,CR-10898,0,10898
1222,MKTG,CR-10031,0,10031
1223,MKTG,CR-10031,0,10031
1224,AFAB,CR-10248,0,10248
1225,AFAB,CR-10248,0,10248
1226,ACCE,CR-10292,0,10292
1227,ACCE,CR-10292,0,10292
1228,AFAB,CR-10870,0,10870
1229,AFAB,CR-10870,0,10870
1230,ACCE,CR-10569,0,10569
1231,ACCE,CR-10569,0,10569
1232,SRCW,CR-10804,0,10804
1233,SRCW,CR-10804,0,10804
1234,TMTG,CR-10873,0,10873
1235,TMTG,CR-10873,0,10873
1236,AXLE,CR-10595,0,10595
1237,AXLE,CR-10595,0,10595
1238,AXLE,CR-10899,0,10899
1239,AXLE,CR-10899,0,10899
1240,MKTG,CR-10032,0,10032
1241,MKTG,CR-10032,0,10032
1242,TFAB,CR-10188,0,10188
1243,TFAB,CR-10188,0,10188
1244,SRCW,CR-10608,0,10608
1245,SRCW,CR-10608,0,10608
1246,IWE,PC-10596,0,10596
1247,IWE,PC-10596,0,10596
1248,SRCW,CR-10245,0,10245
1249,SRCW,CR-10245,0,10245
1250,SRCW,CR-10318,0,10318
1251,SRCW,CR-10318,0,10318
1252,SMWN,CR-10397,0,10397
1253,SMWN,CR-10397,0,10397
1254,TFAB,CR-10482,0,10482
1255,TFAB,CR-10482,0,10482
1256,ACCE,CR-10570,0,10570
1257,ACCE,CR-10570,0,10570
1258,SRCW,CR-10805,0,10805
1259,SRCW,CR-10805,0,10805
1260,TMTG,CR-10874,0,10874
1261,TMTG,CR-10874,0,10874
1262,SRCW,CR-10988,0,10988
1263,SRCW,CR-10988,0,10988
1264,SRCW,CR-10037,0,10037
1265,SRCW,CR-10037,0,10037
1266,SRCW,CR-10213,0,10213
1267,SRCW,CR-10213,0,10213
1268,AXLE,CR-10688,0,10688
1269,AXLE,CR-10688,0,10688
1270,AXLE,CR-10900,0,10900
1271,AXLE,CR-10900,0,10900
1272,MKTG,CR-10033,0,10033
1273,MKTG,CR-10033,0,10033
1274,TFAB,CR-10189,0,10189
1275,TFAB,CR-10189,0,10189
1276,SRCW,CR-10721,0,10721
1277,SRCW,CR-10721,0,10721
1278,THUB,CR-10189,0,10189
1279,THUB,CR-10189,0,10189
1280,THUB,PC-10189,0,10189
1281,THUB,PC-10189,0,10189
1282,SRCW,CR-10247,0,10247
1283,SRCW,CR-10247,0,10247
1284,SRCW,CR-10319,0,10319
1285,SRCW,CR-10319,0,10319
1286,TMTG,CR-10875,0,10875
1287,TMTG,CR-10875,0,10875
1288,SRCW,CR-10989,0,10989
1289,SRCW,CR-10989,0,10989
1290,SRCW,CR-10038,0,10038
1291,SRCW,CR-10038,0,10038
1292,SRCW,CR-10261,0,10261
1293,SRCW,CR-10261,0,10261
1294,TMTG,CR-10519,0,10519
1295,TMTG,CR-10519,0,10519
1296,AXLE,CR-10689,0,10689
1297,AXLE,CR-10689,0,10689
1298,AXLE,CR-10901,0,10901
1299,AXLE,CR-10901,0,10901
1300,MKTG,CR-10034,0,10034
1301,MKTG,CR-10034,0,10034
1302,TFAB,CR-10609,0,10609
1303,TFAB,CR-10609,0,10609
1304,ACCE,CR-10659,0,10659
1305,ACCE,CR-10659,0,10659
1306,SRCW,CR-10722,0,10722
1307,SRCW,CR-10722,0,10722
1308,AFAB,CR-10871,0,10871
1309,AFAB,CR-10871,0,10871
1310,TMTG,CR-10959,0,10959
1311,TMTG,CR-10959,0,10959
1312,AFAB,CR-11021,0,11021
1313,AFAB,CR-11021,0,11021
1314,SRCW,CR-10021,0,10021
1315,SRCW,CR-10021,0,10021
1316,THUB,PC-10190,0,10190
1317,THUB,PC-10190,0,10190
1318,THUB,CR-10190,0,10190
1319,THUB,CR-10190,0,10190
1320,SRCW,CR-10248,0,10248
1321,SRCW,CR-10248,0,10248
1322,SRCW,CR-10529,0,10529
1323,SRCW,CR-10529,0,10529
1324,TMTG,CR-10876,0,10876
1325,TMTG,CR-10876,0,10876
1326,SRCW,CR-10990,0,10990
1327,SRCW,CR-10990,0,10990
1328,TMTG,CR-10100,0,10100
1329,TMTG,CR-10100,0,10100
1330,SRCW,CR-10214,0,10214
1331,SRCW,CR-10214,0,10214
1332,TMTG,CR-10520,0,10520
1333,TMTG,CR-10520,0,10520
1334,MKTG,CR-10035,0,10035
1335,MKTG,CR-10035,0,10035
1336,ACCE,CR-10293,0,10293
1337,ACCE,CR-10293,0,10293
1338,AFAB,CR-10660,0,10660
1339,AFAB,CR-10660,0,10660
1340,SRCW,CR-10723,0,10723
1341,SRCW,CR-10723,0,10723
1342,SRCW,CR-10022,0,10022
1343,SRCW,CR-10022,0,10022
1344,SRCW,CR-10249,0,10249
1345,SRCW,CR-10249,0,10249
1346,SRCW,CR-10641,10000000,10641
1347,SRCW,CR-10641,10000000,10641
1348,TMTG,CR-10877,0,10877
1349,TMTG,CR-10877,0,10877
1350,TMTG,CR-10101,0,10101
1351,TMTG,CR-10101,0,10101
1352,ATVW,CR-10690,0,10690
1353,ATVW,CR-10690,0,10690
1354,AXLE,CR-10902,0,10902
1355,AXLE,CR-10902,0,10902
1356,SRCW,CR-10724,0,10724
1357,SRCW,CR-10724,0,10724
1358,ACCE,CR-11052,0,11052
1359,ACCE,CR-11052,0,11052
1360,CHUB,CR-10023,0,10023
1361,CHUB,CR-10023,0,10023
1362,SMWN,CR-10530,0,10530
1363,SMWN,CR-10530,0,10530
1364,SRCW,CR-10991,0,10991
1365,SRCW,CR-10991,0,10991
1366,SRCW,CR-10039,0,10039
1367,SRCW,CR-10039,0,10039
1368,SMWN,CR-10326,0,10326
1369,SMWN,CR-10326,0,10326
1370,TMTG,CR-10521,0,10521
1371,TMTG,CR-10521,0,10521
1372,AXLE,CR-10903,0,10903
1373,AXLE,CR-10903,0,10903
1374,SRCW,CR-10490,0,10490
1375,SRCW,CR-10490,0,10490
1376,ATVW,CR-10872,0,10872
1377,ATVW,CR-10872,0,10872
1378,ACCE,CR-11100,0,11100
1379,ACCE,CR-11100,0,11100
1380,SRCW,CR-10483,0,10483
1381,SRCW,CR-10483,0,10483
1382,SRCW,CR-10531,0,10531
1383,SRCW,CR-10531,0,10531
1384,SRCW,CR-10992,0,10992
1385,SRCW,CR-10992,0,10992
1386,ACCE,CR-10327,0,10327
1387,ACCE,CR-10327,0,10327
1388,TMTG,CR-10522,0,10522
1389,TMTG,CR-10522,0,10522
1390,SRCW,CR-10491,0,10491
1391,SRCW,CR-10491,0,10491
1392,SRCW,CR-10320,0,10320
1393,SRCW,CR-10320,0,10320
1394,SMWN,CR-10398,0,10398
1395,SMWN,CR-10398,0,10398
1396,SRCW,CR-10484,0,10484
1397,SRCW,CR-10484,0,10484
1398,SRCW,CR-10532,0,10532
1399,SRCW,CR-10532,0,10532
1400,SRCW,CR-10571,0,10571
1401,SRCW,CR-10571,0,10571
1402,UTIW,CR-10642,0,10642
1403,UTIW,CR-10642,0,10642
1404,SRCW,CR-10993,0,10993
1405,SRCW,CR-10993,0,10993
1406,CHUB,CR-10262,0,10262
1407,CHUB,CR-10262,0,10262
1408,TMTG,CR-10523,0,10523
1409,TMTG,CR-10523,0,10523
1410,AXLE,CR-10908,0,10908
1411,AXLE,CR-10908,0,10908
1412,SRCW,CR-10249,0,10249
1413,SRCW,CR-10249,0,10249
1414,TMTG,CR-10610,0,10610
1415,TMTG,CR-10610,0,10610
1416,AFAB,CR-10960,0,10960
1417,AFAB,CR-10960,0,10960
1418,TMTG,CR-10250,0,10250
1419,TMTG,CR-10250,0,10250
1420,SMWN,CR-10399,0,10399
1421,SMWN,CR-10399,0,10399
1422,SRCW,CR-10994,0,10994
1423,SRCW,CR-10994,0,10994
1424,TMTG,CR-10524,0,10524
1425,TMTG,CR-10524,0,10524
1426,AXLE,CR-10909,0,10909
1427,AXLE,CR-10909,0,10909
1428,ACCE,CR-10294,0,10294
1429,ACCE,CR-10294,0,10294
1430,SRCW,CR-10380,0,10380
1431,SRCW,CR-10380,0,10380
1432,SHUB,PC-10057,0,10057
1433,SHUB,PC-10057,0,10057
1434,CHUB,CR-10024,0,10024
1435,CHUB,CR-10024,0,10024
1436,ACCE,CR-10251,0,10251
1437,ACCE,CR-10251,0,10251
1438,SRCW,CR-10995,0,10995
1439,SRCW,CR-10995,0,10995
1440,SRCW,CR-10263,0,10263
1441,SRCW,CR-10263,0,10263
1442,ACCE,CR-10328,0,10328
1443,ACCE,CR-10328,0,10328
1444,TMTG,CR-10525,0,10525
1445,TMTG,CR-10525,0,10525
1446,ATVW,CR-10691,0,10691
1447,ATVW,CR-10691,0,10691
1448,SRCW,CR-10984,0,10984
1449,SRCW,CR-10984,0,10984
1450,SRCW,CR-10381,0,10381
1451,SRCW,CR-10381,0,10381
1452,TMTG,CR-10044,0,10044
1453,TMTG,CR-10044,0,10044
1454,SHUB,PC-10058,0,10058
1455,SHUB,PC-10058,0,10058
1456,THUB,CR-10191,0,10191
1457,THUB,CR-10191,0,10191
1458,ACCE,CR-10252,0,10252
1459,ACCE,CR-10252,0,10252
1460,SRCW,CR-10572,0,10572
1461,SRCW,CR-10572,0,10572
1462,TMTG,CR-10700,0,10700
1463,TMTG,CR-10700,0,10700
1464,SRCW,CR-10806,0,10806
1465,SRCW,CR-10806,0,10806
1466,SRCW,CR-10996,0,10996
1467,SRCW,CR-10996,0,10996
1468,SRCW,CR-10264,0,10264
1469,SRCW,CR-10264,0,10264
1470,ACCE,CR-10329,0,10329
1471,ACCE,CR-10329,0,10329
1472,TMTG,CR-10526,0,10526
1473,TMTG,CR-10526,0,10526
1474,AXLE,CR-10692,0,10692
1475,AXLE,CR-10692,0,10692
1476,SRCW,CR-10985,0,10985
1477,SRCW,CR-10985,0,10985
1478,TFAB,CR-10190,0,10190
1479,TFAB,CR-10190,0,10190
1480,TMTG,CR-10492,0,10492
1481,TMTG,CR-10492,0,10492
1482,AFAB,CR-10801,0,10801
1483,AFAB,CR-10801,0,10801
1484,ACCE,CR-10253,0,10253
1485,ACCE,CR-10253,0,10253
1486,SMWN,CR-10400,0,10400
1487,SMWN,CR-10400,0,10400
1488,SRCW,CR-10533,0,10533
1489,SRCW,CR-10533,0,10533
1490,TMTG,CR-10573,0,10573
1491,TMTG,CR-10573,0,10573
1492,SRCW,CR-10807,0,10807
1493,SRCW,CR-10807,0,10807
1494,SRCW,CR-10997,0,10997
1495,SRCW,CR-10997,0,10997
1496,ATVW,CR-10403,0,10403
1497,ATVW,CR-10403,0,10403
1498,TMTG,CR-10527,0,10527
1499,TMTG,CR-10527,0,10527
1500,AXLE,CR-10693,0,10693
1501,AXLE,CR-10693,0,10693
1502,TMTG,CR-10986,0,10986
1503,TMTG,CR-10986,0,10986
1504,MKTG,CR-10036,0,10036
1505,MKTG,CR-10036,0,10036
1506,SRCW,CR-10250,0,10250
1507,SRCW,CR-10250,0,10250
1508,TFAB,CR-10025,0,10025
1509,TFAB,CR-10025,0,10025
1510,SRCW,CR-10998,0,10998
1511,SRCW,CR-10998,0,10998
1512,SRCW,CR-10265,0,10265
1513,SRCW,CR-10265,0,10265
1514,ACCE,CR-10330,0,10330
